ID,Name_lang,Description_lang,Map[0],Map[1],JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
1138,Rocketspark and Borka,"Railmaster Pauli Rocketspark, chief foreman of the Grimrail Depot, has been enlisted by Garrosh Hellscream to build the technology required for the Iron Horde's infrastructure. Given the dim-witted assistant Borka to do the heavy lifting, Rocketspark set about building the Grimrail.",0.713855,0.578313,536,1715,1,9426,606,0,0,-1
1139,Sadana Bloodfury,"Sadana Bloodfury is a powerful acolyte of the Shadowmoon clan, deeply connected to the lunar cycles. When the whispers of the dark star worked their way into the hearts of the Shadowmoon, Sadana followed her chieftain Ner'zhul into their clan's burial grounds, using her powers to lure the spirits of the dead for a twisted purpose.",0.522427,0.510554,537,1677,1,9460,574,0,0,-1
1140,Bonemaw,"Deep within the subterranean caverns under Shadowmoon Valley, the carrion worm Bonemaw has a symbiotic relationship with Ner'zhul's followers: The creature feasts upon the dead left in the wake of the Shadowmoon cult's dark rituals, and in return it serves as a formidable guardian of Ner'zhul's inner sanctum.",0.398417,0.514512,537,1679,3,9461,575,0,0,-1
1141,Amnennar the Coldbringer,"The lich Amnennar was once a force of reckoning within the Scourge, participating in the assault on Mount Hyjal during the Third War. Afterward, the Lich King instructed his servant to remain in Kalimdor and expand the Scourge's influence. This effort was thwarted by heroes of the Horde and Alliance, however. Now the relative peace that has been brought to Razorfen Downs may be threatened. Death Speaker Blackthorn hopes to revive this powerful lich and renew the assault on the Barrens.",0.45509,0.582335,233,1666,5,9484,300,0,0,-1
1142,Aarux,The Arachnomancers of the Death's Head cult are particularly proud of their efforts.  After many failed attempts they have finally created a suitable guardian for Death Speaker Blackthorn.  Aarux is a huge spider whose body bristles with toxin filled pustules that burst and ooze noxious liquids.  The Arachnomancers now await the opportune moment to unleash their creation.,0.58982,0.342815,233,1662,1,9491,300,0,0,-1
1143,Mushlump,"A recent creation of Death Speaker Blackthorn, Mushlump is a grotesque collection of parts collected from other failed creations.  Full of bile, pus, and other noxious humors, Mushlump contaminates the halls leading to Death Speaker Blackthorn.",0.34531,0.664671,233,1664,3,9496,300,0,0,-1
1144,Executioner Gore,"As Aku'mai's power grows, the need for more sacrifices increases. Dragging screaming innocents to their deaths is Executioner Gore's specialty, and the Twilight's Hammer has been making great use of his services.",0,0,227,1670,6,9515,319,0,0,-1
1145,Thruk,"Thruk brings many valuable qualities to the Twilight's Hammer, but intelligence is not among them. Convinced that slaying the Guardian of the Deep will reveal vast hoards of gold, Thruk's diminutive mind has no room to focus on anything else and he will fillet the flesh of anyone who breaks his concentration.",0,0,227,1675,4,9518,319,0,0,-1
1146,Death Speaker Blackthorn,"Death Speaker Blackthorn rose quickly through the ranks of the Death's Head cult after the defeat of Amnennar the Coldbringer. Shortly after usurping control of the cult, Blackthorn began receiving dark whispers. These whispers promised power and riches beyond belief, if he could return Amnennar to life. Compelled by unnatural energies, Blackthorn discovered the location of Amnennar's Phylactery and has returned to Razorfen Downs to complete the ritual that will return his former master to life once more.",0.43014,0.627246,233,1665,4,9523,300,0,0,-1
1147,Operator Thogar,"Known more for his cruelty and cleverness than for brute strength, Thogar oversees the operation of the Grimrail. From the Foundry's depot, he coordinates the ongoing ground battle against the draenei in Talador, with entire batallions of troops and artillery at his beck and call.",0.461397,0.220352,457,1692,6,9530,599,0,0,-1
1148,Twin Ogron,"Guarding the entrance to the Gorthenon atop Highmaul, Pol and Phemos are the personal guard of Imperator Mar'gok. Peerless in strength and determination, what these ogron brothers lack in intelligence, they make up for with sheer size and brute force.",0.551049,0.36377,477,1719,5,9586,613,0,0,-1
1153,Ko'ragh,"Ko'ragh was the only ogre to survive direct exposure to a mysterious relic unearthed by the Highmaul excavations of Nagrand, and was left with a near-complete immunity to all magic. Rumors abound regarding his connection to the Imperator, with some wondering why Ko'ragh would remain subservient to a sorcerer despite his unique gifts.",0.378245,0.654512,477,1723,6,9631,613,0,0,-1
1154,The Blast Furnace,"The Blackrock clan's unique ability to smelt the black ore, a substance so dense that ordinary flame does not even soften it, has always been their most closely-guarded secret. Deep within the Foundry, their furnace contains a primal force as old as Draenor itself, raging within the confines of its prison as it emanates a preternatural heat.",0.459677,0.534946,457,1690,7,9636,597,0,0,-1
1155,Hans'gar and Franzok,"Hans'gar and Franzok are twin brothers raised and trained as masterful brawlers of their clan. Both carved paths of glory as warriors, but destiny had other plans. The brothers, each unwilling to slay the other in the rite of mak'gora, were banished from their clan and left for dead. They survived as outcasts in the savage wilds of Draenor, and when the Iron Horde called, these powerful warriors found a new home in the massive war machine.",0.474015,0.767473,457,1693,2,9843,596,0,0,-1
1160,Ner'zhul,"Ner'zhul, chieftain and elder shaman of the Shadowmoon clan, sacrificed the heart and soul of his tribe in an attempt to join the Iron Horde. He has now retreated to his clan's ancient burial grounds as he ventures ever further along a dark path, embracing the power of the Void and the necromantic arts.",0.48285,0.470977,537,1682,4,9677,576,0,0,-1
1161,Gruul,"Garrosh knew that the surest path to breaking the gronn lay in subjugating their great father, Gruul. Known in another time as the Dragonkiller, here Gruul has been reduced to the role of menial laborer. In a cruel mockery of the Shattered Hand's warrior tradition, his hand has been replaced with a hook to enable him to more easily haul pallets of fuel to the furnace.",0.393369,0.205645,457,1691,4,9681,597,0,0,-1
1162,Kromog,"The magnaron are mysterious in their ways, ancient and inscrutable. Miners excavating an expansion to the Foundry, in support of the Iron Horde's massive production needs, were horrified to unearth a chamber containing a living magnaron. To their astonishment, Kromog began to assist in their endeavors, and now uses his massive stone fists to hammer out the gigantic plates needed for the Iron Horde's dreadnaughts and siege machinery.",0.332437,0.431451,457,1713,8,9692,596,0,0,-1
1163,Nitrogg Thundertower,"With a zeal for flame and explosives, Nitrogg was a natural fit in the mechanized and weaponized army that Garrosh's plans brought to Draenor, and he has risen quickly through the Iron Horde. He oversees the artillery on the Grimrail, and is eager to break through the defenses around Shattrath and conquer the enemies of the Iron Horde within.",0.650602,0.510542,536,1732,2,9707,609,0,0,-1
1168,Nhallish,"When Ner'zhul tore the fabric of reality and allowed the Void to spill into the ritual burial grounds of the Shadowmoon clan, the malefic spirit Nhallish came through that rift in search of souls upon which to feed. Ancient and born of pure darkness, Nhallish seeks to devour all life.",0.788918,0.736148,537,1688,2,9759,574,0,0,-1
1185,Vigilant Kaathar,The greatest warriors of the draenei may be called upon for one final service as they stand on the precipice of the afterlife: inhabiting one of the armored constructs that serve as the eternal protectors of Auchindoun and the draenei civilization on Draenor. This particular Vigilant is tasked with guarding the last remaining crystal that powers the shield around Auchindoun.,0.289222,0.336398,547,1686,1,9823,593,0,0,-1
1186,Soulbinder Nyami,"Nyami is a draenei priestess, entrusted as a soultender with access to the holiest grounds within Auchindoun. However, her true loyalties lie with the Shadow Council, and she plots to bring down the barrier that protects the mausoleum from invaders.",0.49898,0.679591,547,1685,2,9830,593,0,0,-1
1195,Tectus,"An ancient embodiment of the chaotic forces that shaped the terrain of Draenor, Tectus has been twisted and enslaved by the maddened Pale Orcs - who themselves barely maintain control over this imposing force of nature.",0.37021,0.748455,477,1722,3,10055,610,0,0,-1
1196,Brackenspore,"The Iron Horde juggernaut moored in the waters beside Highmaul drew the attention of Brackenspore, ancient walker of the deep. The aquatic giant spreads fungal growth and moss in his wake, and is driven by primal instinct to eradicate any traces of civilization on Draenor.",0.508653,0.164401,477,1720,4,9976,610,0,0,-1
1197,Imperator Mar'gok,"As the grand Imperator of Highmaul, Mar'gok is descended from a long line of sorcerers who have ruled the Gorian Empire. Equal parts cunning and brutality, Mar'gok recognized the rising tide of the Iron Horde and what it would mean to oppose them. He has acquiesced to an alliance with Grommash, even as he continues to search for a way to tip the balance of power back into his favor.",0.453028,0.752163,477,1705,7,9956,615,0,0,-1
1202,Oregorger,"The storehouses of the Blackrock Foundry, laden with heaps and pallets of unprocessed Blackrock ore, represent a grand banquet feast for the ravenous rock-eating goren who have burrowed into the chamber. Oregorger is by far the largest of the invaders, gluttony swelling his frame far beyond the size of any goren previously seen in Draenor.",0.371864,0.823924,457,1696,1,9960,597,0,0,-1
1203,The Iron Maidens,"With little opportunity to exercise her tactical brilliance under the ancient social structure of the orc clans, Gar'an was thrilled to be one of the first warriors to volunteer for naval duty under the Iron Horde. Instantly successful in battle, she was named Admiral of the Iron Horde fleet and selected Marak and Sorka as her lieutenants. Together, they are called the Iron Maidens, and have crushed any who have dared face them in battle.",0.823477,0.283602,457,1695,9,10006,596,0,0,-1
1207,Ancient Protectors,"Gola and Telu, a pair of botani forest-tenders, spread creeping growth as they urge the forest to reclaim and swallow the ill-fated outpost in its midst. Guarding them as they perform this task is the terrible brute Dulhu, long ago a Blackrock clansman who wandered too far into primal woodlands, but now more plant than orc.",0.656984,0.233003,556,1757,2,10405,620,0,0,-1
